2021-11-20 20:47:27.6403447 +0500 PKT m=+24.014885801, 127.0.0.1:8028, balance = 0 
2021-11-20 20:54:28.5855289 +0500 PKT m=+444.960069901, 127.0.0.1:8036, balance = 90 
2021-11-20 20:54:28.5855318 +0500 PKT m=+444.960072801, 127.0.0.1:8017, balance = 60 
2021-11-20 20:54:28.5855334 +0500 PKT m=+444.960074401, 127.0.0.1:8018, balance = 30 
2021-11-20 20:54:28.5855355 +0500 PKT m=+444.960076401, 127.0.0.1:8047, balance = 80 
2021-11-20 20:54:28.5855369 +0500 PKT m=+444.960077801, 127.0.0.1:8026, balance = 50 
2021-11-20 20:54:28.5855394 +0500 PKT m=+444.960080401, 127.0.0.1:8013, balance = 70 
2021-11-20 20:54:28.585546 +0500 PKT m=+444.960086901, 127.0.0.1:8008, balance = 60 
2021-11-20 20:54:28.5855473 +0500 PKT m=+444.960088201, 127.0.0.1:8050, balance = 0 
2021-11-20 20:54:28.5855488 +0500 PKT m=+444.960089701, 127.0.0.1:8023, balance = 70 
2021-11-20 20:54:28.5855499 +0500 PKT m=+444.960090801, 127.0.0.1:8016, balance = 50 
2021-11-20 20:54:28.585552 +0500 PKT m=+444.960092901, 127.0.0.1:8045, balance = 80 
2021-11-20 20:54:28.5855533 +0500 PKT m=+444.960094201, 127.0.0.1:8031, balance = 70 
2021-11-20 20:54:28.585559 +0500 PKT m=+444.960100001, 127.0.0.1:8009, balance = 90 
2021-11-20 20:54:28.5855603 +0500 PKT m=+444.960101201, 127.0.0.1:8022, balance = 40 
2021-11-20 20:54:28.5855615 +0500 PKT m=+444.960102401, 127.0.0.1:8000, balance = 80 
2021-11-20 20:54:28.5855645 +0500 PKT m=+444.960105401, 127.0.0.1:8015, balance = 90 
2021-11-20 20:54:28.585567 +0500 PKT m=+444.960107901, 127.0.0.1:8048, balance = 100 
2021-11-20 20:54:28.5855695 +0500 PKT m=+444.960110501, 127.0.0.1:8021, balance = 70 
2021-11-20 20:54:28.5855714 +0500 PKT m=+444.960112401, 127.0.0.1:8005, balance = 40 
2021-11-20 20:54:28.5855738 +0500 PKT m=+444.960114801, 127.0.0.1:8014, balance = 60 
2021-11-20 20:54:28.5855758 +0500 PKT m=+444.960116701, 127.0.0.1:8006, balance = 60 
2021-11-20 20:54:28.5855785 +0500 PKT m=+444.960119401, 127.0.0.1:8034, balance = 80 
2021-11-20 20:54:28.5855809 +0500 PKT m=+444.960121901, 127.0.0.1:8025, balance = 110 
2021-11-20 20:54:28.5855826 +0500 PKT m=+444.960123501, 127.0.0.1:8001, balance = 90 
2021-11-20 20:54:28.5855842 +0500 PKT m=+444.960125101, 127.0.0.1:8010, balance = 50 
2021-11-20 20:54:38.7813424 +0500 PKT m=+455.155883401, 127.0.0.1:8016, balance = 50 
2021-11-20 20:54:38.7819736 +0500 PKT m=+455.156514601, 127.0.0.1:8045, balance = 80 
2021-11-20 20:54:38.7819778 +0500 PKT m=+455.156518801, 127.0.0.1:8031, balance = 70 
2021-11-20 20:54:38.78198 +0500 PKT m=+455.156520901, 127.0.0.1:8009, balance = 90 
2021-11-20 20:54:38.7819835 +0500 PKT m=+455.156524401, 127.0.0.1:8022, balance = 40 
2021-11-20 20:54:38.7819885 +0500 PKT m=+455.156529501, 127.0.0.1:8050, balance = 0 
2021-11-20 20:54:38.7819917 +0500 PKT m=+455.156532601, 127.0.0.1:8023, balance = 70 
2021-11-20 20:54:38.7819939 +0500 PKT m=+455.156534801, 127.0.0.1:8021, balance = 70 
2021-11-20 20:54:38.7819963 +0500 PKT m=+455.156537201, 127.0.0.1:8005, balance = 40 
2021-11-20 20:54:38.7819986 +0500 PKT m=+455.156539501, 127.0.0.1:8014, balance = 60 
2021-11-20 20:54:38.7820001 +0500 PKT m=+455.156541001, 127.0.0.1:8006, balance = 60 
2021-11-20 20:54:38.7820027 +0500 PKT m=+455.156543701, 127.0.0.1:8034, balance = 80 
2021-11-20 20:54:38.7820053 +0500 PKT m=+455.156546201, 127.0.0.1:8000, balance = 80 
2021-11-20 20:54:38.7826002 +0500 PKT m=+455.157141201, 127.0.0.1:8015, balance = 90 
2021-11-20 20:54:38.7826071 +0500 PKT m=+455.157148001, 127.0.0.1:8048, balance = 100 
2021-11-20 20:54:38.7826113 +0500 PKT m=+455.157152201, 127.0.0.1:8025, balance = 110 
2021-11-20 20:54:38.7826133 +0500 PKT m=+455.157154201, 127.0.0.1:8001, balance = 90 
2021-11-20 20:54:38.7826156 +0500 PKT m=+455.157156501, 127.0.0.1:8010, balance = 50 
2021-11-20 20:54:38.7826185 +0500 PKT m=+455.157159401, 127.0.0.1:8035, balance = 20 
2021-11-20 20:54:38.783158 +0500 PKT m=+455.157698901, 127.0.0.1:8043, balance = 60 
2021-11-20 20:54:38.7831703 +0500 PKT m=+455.157711301, 127.0.0.1:8033, balance = 70 
2021-11-20 20:54:38.7831736 +0500 PKT m=+455.157714501, 127.0.0.1:8003, balance = 90 
2021-11-20 20:54:38.7831751 +0500 PKT m=+455.157716001, 127.0.0.1:8002, balance = 100 
2021-11-20 20:54:38.7831785 +0500 PKT m=+455.157719501, 127.0.0.1:8011, balance = 120 
2021-11-20 20:54:38.7837556 +0500 PKT m=+455.158296501, 127.0.0.1:8041, balance = 60 
2021-11-20 20:54:38.7837601 +0500 PKT m=+455.158301001, 127.0.0.1:8027, balance = 40 
2021-11-20 20:54:38.7837615 +0500 PKT m=+455.158302401, 127.0.0.1:8029, balance = 40 
2021-11-20 20:54:38.7837651 +0500 PKT m=+455.158306101, 127.0.0.1:8044, balance = 40 
2021-11-20 20:54:38.7843802 +0500 PKT m=+455.158921101, 127.0.0.1:8049, balance = 150 
2021-11-20 20:54:38.7843865 +0500 PKT m=+455.158927401, 127.0.0.1:8039, balance = 30 
2021-11-20 20:54:38.7843893 +0500 PKT m=+455.158930201, 127.0.0.1:8046, balance = 90 
2021-11-20 20:54:38.7843915 +0500 PKT m=+455.158932401, 127.0.0.1:8037, balance = 40 
2021-11-20 20:54:38.7849687 +0500 PKT m=+455.159509601, 127.0.0.1:8030, balance = 30 
2021-11-20 20:54:38.7849739 +0500 PKT m=+455.159514801, 127.0.0.1:8007, balance = 70 
2021-11-20 20:54:38.7849777 +0500 PKT m=+455.159518701, 127.0.0.1:8024, balance = 70 
2021-11-20 20:54:38.7850183 +0500 PKT m=+455.159559201, 127.0.0.1:8042, balance = 30 
2021-11-20 20:54:38.7850209 +0500 PKT m=+455.159561801, 127.0.0.1:8032, balance = 130 
2021-11-20 20:54:38.785023 +0500 PKT m=+455.159563901, 127.0.0.1:8028, balance = 60 
2021-11-20 20:54:38.7856239 +0500 PKT m=+455.160164801, 127.0.0.1:8012, balance = 90 
2021-11-20 20:54:38.7856296 +0500 PKT m=+455.160170501, 127.0.0.1:8019, balance = 90 
2021-11-20 20:54:38.7856319 +0500 PKT m=+455.160172801, 127.0.0.1:8038, balance = 110 
2021-11-20 20:54:38.7861441 +0500 PKT m=+455.160685001, 127.0.0.1:8036, balance = 90 
2021-11-20 20:54:38.786151 +0500 PKT m=+455.160692001, 127.0.0.1:8017, balance = 60 
2021-11-20 20:54:38.786678 +0500 PKT m=+455.161218901, 127.0.0.1:8018, balance = 30 
2021-11-20 20:54:38.786683 +0500 PKT m=+455.161223901, 127.0.0.1:8047, balance = 80 
2021-11-20 20:54:38.7866854 +0500 PKT m=+455.161226301, 127.0.0.1:8026, balance = 50 
2021-11-20 20:54:38.7871967 +0500 PKT m=+455.161737701, 127.0.0.1:8004, balance = 30 
2021-11-20 20:54:38.7872016 +0500 PKT m=+455.161742501, 127.0.0.1:8040, balance = 110 
2021-11-20 20:54:38.7877808 +0500 PKT m=+455.162321701, 127.0.0.1:8020, balance = 70 
2021-11-20 20:54:38.7877872 +0500 PKT m=+455.162328101, 127.0.0.1:8013, balance = 70 
2021-11-20 20:54:38.7883086 +0500 PKT m=+455.162849501, 127.0.0.1:8008, balance = 60 
2021-11-20 20:54:48.7910578 +0500 PKT m=+465.165598801, 127.0.0.1:8032, balance = 130 
2021-11-20 20:54:48.791085 +0500 PKT m=+465.165626001, 127.0.0.1:8028, balance = 60 
2021-11-20 20:54:48.7910906 +0500 PKT m=+465.165631501, 127.0.0.1:8012, balance = 100 
2021-11-20 20:54:48.7910931 +0500 PKT m=+465.165634101, 127.0.0.1:8019, balance = 100 
2021-11-20 20:54:48.7910951 +0500 PKT m=+465.165636101, 127.0.0.1:8038, balance = 110 
2021-11-20 20:54:48.7910977 +0500 PKT m=+465.165638701, 127.0.0.1:8042, balance = 30 
2021-11-20 20:54:48.7911009 +0500 PKT m=+465.165641801, 127.0.0.1:8017, balance = 70 
2021-11-20 20:54:48.7911038 +0500 PKT m=+465.165644701, 127.0.0.1:8018, balance = 30 
2021-11-20 20:54:48.7911062 +0500 PKT m=+465.165647101, 127.0.0.1:8047, balance = 80 
2021-11-20 20:54:48.7911089 +0500 PKT m=+465.165649901, 127.0.0.1:8026, balance = 50 
2021-11-20 20:54:48.7911105 +0500 PKT m=+465.165651501, 127.0.0.1:8004, balance = 30 
2021-11-20 20:54:48.7911126 +0500 PKT m=+465.165653601, 127.0.0.1:8040, balance = 110 
2021-11-20 20:54:48.7911157 +0500 PKT m=+465.165656601, 127.0.0.1:8020, balance = 70 
2021-11-20 20:54:48.7911176 +0500 PKT m=+465.165658601, 127.0.0.1:8036, balance = 90 
2021-11-20 20:54:48.7911202 +0500 PKT m=+465.165661101, 127.0.0.1:8013, balance = 80 
2021-11-20 20:54:48.7911221 +0500 PKT m=+465.165663001, 127.0.0.1:8008, balance = 60 
2021-11-20 20:54:48.7911236 +0500 PKT m=+465.165664501, 127.0.0.1:8045, balance = 80 
2021-11-20 20:54:48.7911269 +0500 PKT m=+465.165667801, 127.0.0.1:8031, balance = 100 
2021-11-20 20:54:48.7911299 +0500 PKT m=+465.165670901, 127.0.0.1:8009, balance = 90 
2021-11-20 20:54:48.7911442 +0500 PKT m=+465.165685201, 127.0.0.1:8022, balance = 70 
2021-11-20 20:54:48.7911469 +0500 PKT m=+465.165687801, 127.0.0.1:8050, balance = 0 
2021-11-20 20:54:48.7911492 +0500 PKT m=+465.165690201, 127.0.0.1:8023, balance = 70 
2021-11-20 20:54:48.7911506 +0500 PKT m=+465.165691601, 127.0.0.1:8016, balance = 60 
2021-11-20 20:54:48.7911544 +0500 PKT m=+465.165695301, 127.0.0.1:8005, balance = 40 
2021-11-20 20:54:48.7911588 +0500 PKT m=+465.165699701, 127.0.0.1:8014, balance = 60 
2021-11-20 20:54:48.7911604 +0500 PKT m=+465.165701401, 127.0.0.1:8006, balance = 80 
2021-11-20 20:54:48.7911619 +0500 PKT m=+465.165702901, 127.0.0.1:8034, balance = 100 
2021-11-20 20:54:48.7911646 +0500 PKT m=+465.165705601, 127.0.0.1:8000, balance = 100 
2021-11-20 20:54:48.7911662 +0500 PKT m=+465.165707201, 127.0.0.1:8015, balance = 100 
2021-11-20 20:54:48.7911685 +0500 PKT m=+465.165709401, 127.0.0.1:8048, balance = 110 
2021-11-20 20:54:48.7911704 +0500 PKT m=+465.165711301, 127.0.0.1:8021, balance = 90 
2021-11-20 20:54:48.7911731 +0500 PKT m=+465.165714101, 127.0.0.1:8025, balance = 110 
2021-11-20 20:54:48.7911789 +0500 PKT m=+465.165719901, 127.0.0.1:8001, balance = 100 
2021-11-20 20:54:48.7911809 +0500 PKT m=+465.165721901, 127.0.0.1:8010, balance = 70 
2021-11-20 20:54:48.7911826 +0500 PKT m=+465.165723601, 127.0.0.1:8043, balance = 60 
2021-11-20 20:54:48.7911843 +0500 PKT m=+465.165725201, 127.0.0.1:8033, balance = 70 
2021-11-20 20:54:48.7911872 +0500 PKT m=+465.165728201, 127.0.0.1:8003, balance = 90 
2021-11-20 20:54:48.7911888 +0500 PKT m=+465.165729701, 127.0.0.1:8002, balance = 110 
2021-11-20 20:54:48.791191 +0500 PKT m=+465.165731901, 127.0.0.1:8011, balance = 120 
2021-11-20 20:54:48.7911927 +0500 PKT m=+465.165733601, 127.0.0.1:8041, balance = 60 
2021-11-20 20:54:48.7911945 +0500 PKT m=+465.165735401, 127.0.0.1:8027, balance = 40 
2021-11-20 20:54:48.7911977 +0500 PKT m=+465.165738701, 127.0.0.1:8035, balance = 30 
2021-11-20 20:54:48.7912001 +0500 PKT m=+465.165741001, 127.0.0.1:8044, balance = 40 
2021-11-20 20:54:48.7912028 +0500 PKT m=+465.165743701, 127.0.0.1:8049, balance = 150 
2021-11-20 20:54:48.7912053 +0500 PKT m=+465.165746201, 127.0.0.1:8039, balance = 30 
2021-11-20 20:54:48.7912098 +0500 PKT m=+465.165750801, 127.0.0.1:8046, balance = 110 
2021-11-20 20:54:48.7912114 +0500 PKT m=+465.165752301, 127.0.0.1:8029, balance = 50 
2021-11-20 20:54:48.7912149 +0500 PKT m=+465.165755801, 127.0.0.1:8030, balance = 40 
2021-11-20 20:54:48.791219 +0500 PKT m=+465.165759901, 127.0.0.1:8007, balance = 70 
2021-11-20 20:54:48.7912214 +0500 PKT m=+465.165762301, 127.0.0.1:8024, balance = 80 
2021-11-20 20:54:48.791223 +0500 PKT m=+465.165763901, 127.0.0.1:8037, balance = 50 
2021-11-20 20:54:58.7914566 +0500 PKT m=+475.165997601, 127.0.0.1:8002, balance = 110 
2021-11-20 20:54:58.7914832 +0500 PKT m=+475.166024301, 127.0.0.1:8011, balance = 120 
2021-11-20 20:54:58.7915148 +0500 PKT m=+475.166055801, 127.0.0.1:8041, balance = 60 
2021-11-20 20:54:58.7915209 +0500 PKT m=+475.166061901, 127.0.0.1:8027, balance = 40 
2021-11-20 20:54:58.7915265 +0500 PKT m=+475.166067501, 127.0.0.1:8035, balance = 30 
2021-11-20 20:54:58.7915353 +0500 PKT m=+475.166076301, 127.0.0.1:8043, balance = 60 
2021-11-20 20:54:58.7915419 +0500 PKT m=+475.166082901, 127.0.0.1:8033, balance = 70 
2021-11-20 20:54:58.7915467 +0500 PKT m=+475.166087601, 127.0.0.1:8003, balance = 90 
2021-11-20 20:54:58.7915526 +0500 PKT m=+475.166093601, 127.0.0.1:8039, balance = 30 
2021-11-20 20:54:58.7915583 +0500 PKT m=+475.166099201, 127.0.0.1:8046, balance = 110 
2021-11-20 20:54:58.7915617 +0500 PKT m=+475.166102701, 127.0.0.1:8029, balance = 50 
2021-11-20 20:54:58.7917785 +0500 PKT m=+475.166319701, 127.0.0.1:8044, balance = 40 
2021-11-20 20:54:58.7917956 +0500 PKT m=+475.166336601, 127.0.0.1:8049, balance = 150 
2021-11-20 20:54:58.7918073 +0500 PKT m=+475.166348301, 127.0.0.1:8007, balance = 70 
2021-11-20 20:54:58.7918175 +0500 PKT m=+475.166358501, 127.0.0.1:8024, balance = 80 
2021-11-20 20:54:58.7918267 +0500 PKT m=+475.166367701, 127.0.0.1:8037, balance = 50 
2021-11-20 20:54:58.7918322 +0500 PKT m=+475.166373201, 127.0.0.1:8030, balance = 40 
2021-11-20 20:54:58.7918402 +0500 PKT m=+475.166381101, 127.0.0.1:8019, balance = 100 
2021-11-20 20:54:58.7918493 +0500 PKT m=+475.166390301, 127.0.0.1:8038, balance = 110 
2021-11-20 20:54:58.7918561 +0500 PKT m=+475.166397101, 127.0.0.1:8042, balance = 30 
2021-11-20 20:54:58.7918616 +0500 PKT m=+475.166402601, 127.0.0.1:8032, balance = 130 
2021-11-20 20:54:58.7918758 +0500 PKT m=+475.166416801, 127.0.0.1:8028, balance = 60 
2021-11-20 20:54:58.7918836 +0500 PKT m=+475.166424601, 127.0.0.1:8012, balance = 100 
2021-11-20 20:54:58.79189 +0500 PKT m=+475.166431101, 127.0.0.1:8026, balance = 50 
2021-11-20 20:54:58.7918986 +0500 PKT m=+475.166439601, 127.0.0.1:8004, balance = 30 
2021-11-20 20:54:58.7919043 +0500 PKT m=+475.166445301, 127.0.0.1:8040, balance = 110 
2021-11-20 20:54:58.7919112 +0500 PKT m=+475.166452201, 127.0.0.1:8020, balance = 70 
2021-11-20 20:54:58.7919203 +0500 PKT m=+475.166461301, 127.0.0.1:8036, balance = 90 
2021-11-20 20:54:58.7919255 +0500 PKT m=+475.166466601, 127.0.0.1:8017, balance = 70 
2021-11-20 20:54:58.7919732 +0500 PKT m=+475.166514201, 127.0.0.1:8018, balance = 30 
2021-11-20 20:54:58.7919786 +0500 PKT m=+475.166519601, 127.0.0.1:8047, balance = 80 
2021-11-20 20:54:58.7919854 +0500 PKT m=+475.166526401, 127.0.0.1:8013, balance = 80 
2021-11-20 20:54:58.7919923 +0500 PKT m=+475.166533301, 127.0.0.1:8008, balance = 60 
2021-11-20 20:54:58.7919975 +0500 PKT m=+475.166538501, 127.0.0.1:8022, balance = 70 
2021-11-20 20:54:58.7920029 +0500 PKT m=+475.166544001, 127.0.0.1:8050, balance = 0 
2021-11-20 20:54:58.7920085 +0500 PKT m=+475.166549501, 127.0.0.1:8023, balance = 70 
2021-11-20 20:54:58.7920165 +0500 PKT m=+475.166557501, 127.0.0.1:8016, balance = 60 
2021-11-20 20:54:58.7920225 +0500 PKT m=+475.166563501, 127.0.0.1:8045, balance = 80 
2021-11-20 20:54:58.792031 +0500 PKT m=+475.166572001, 127.0.0.1:8031, balance = 100 
2021-11-20 20:54:58.7920368 +0500 PKT m=+475.166577801, 127.0.0.1:8009, balance = 90 
2021-11-20 20:54:58.7920443 +0500 PKT m=+475.166585301, 127.0.0.1:8034, balance = 100 
2021-11-20 20:54:58.792054 +0500 PKT m=+475.166595001, 127.0.0.1:8000, balance = 100 
2021-11-20 20:54:58.7920623 +0500 PKT m=+475.166603301, 127.0.0.1:8015, balance = 100 
2021-11-20 20:54:58.792071 +0500 PKT m=+475.166612001, 127.0.0.1:8048, balance = 110 
2021-11-20 20:54:58.7920794 +0500 PKT m=+475.166620401, 127.0.0.1:8021, balance = 90 
2021-11-20 20:54:58.7920877 +0500 PKT m=+475.166628701, 127.0.0.1:8005, balance = 40 
2021-11-20 20:54:58.7920957 +0500 PKT m=+475.166636801, 127.0.0.1:8014, balance = 60 
2021-11-20 20:54:58.7921768 +0500 PKT m=+475.166717801, 127.0.0.1:8006, balance = 80 
2021-11-20 20:54:58.7921973 +0500 PKT m=+475.166738301, 127.0.0.1:8025, balance = 110 
2021-11-20 20:54:58.7922361 +0500 PKT m=+475.166777101, 127.0.0.1:8001, balance = 100 
2021-11-20 20:54:58.7922471 +0500 PKT m=+475.166788101, 127.0.0.1:8010, balance = 70 
2021-11-20 20:55:08.7928814 +0500 PKT m=+485.167422301, 127.0.0.1:8019, balance = 110 
2021-11-20 20:55:08.7928938 +0500 PKT m=+485.167434801, 127.0.0.1:8038, balance = 120 
2021-11-20 20:55:08.7928961 +0500 PKT m=+485.167437101, 127.0.0.1:8042, balance = 30 
2021-11-20 20:55:08.792898 +0500 PKT m=+485.167438901, 127.0.0.1:8032, balance = 140 
2021-11-20 20:55:08.7929001 +0500 PKT m=+485.167441001, 127.0.0.1:8028, balance = 70 
2021-11-20 20:55:08.7929015 +0500 PKT m=+485.167442401, 127.0.0.1:8012, balance = 100 
2021-11-20 20:55:08.7929033 +0500 PKT m=+485.167444201, 127.0.0.1:8040, balance = 120 
2021-11-20 20:55:08.7929053 +0500 PKT m=+485.167446201, 127.0.0.1:8020, balance = 70 
2021-11-20 20:55:08.7929069 +0500 PKT m=+485.167447801, 127.0.0.1:8036, balance = 90 
2021-11-20 20:55:08.7929084 +0500 PKT m=+485.167449401, 127.0.0.1:8017, balance = 80 
2021-11-20 20:55:08.7929095 +0500 PKT m=+485.167450401, 127.0.0.1:8018, balance = 30 
2021-11-20 20:55:08.7929113 +0500 PKT m=+485.167452301, 127.0.0.1:8047, balance = 80 
2021-11-20 20:55:08.7929132 +0500 PKT m=+485.167454101, 127.0.0.1:8026, balance = 50 
2021-11-20 20:55:08.7929142 +0500 PKT m=+485.167455201, 127.0.0.1:8004, balance = 30 
2021-11-20 20:55:08.7929269 +0500 PKT m=+485.167467801, 127.0.0.1:8013, balance = 80 
2021-11-20 20:55:08.7929287 +0500 PKT m=+485.167469601, 127.0.0.1:8008, balance = 60 
2021-11-20 20:55:08.79293 +0500 PKT m=+485.167471001, 127.0.0.1:8050, balance = 0 
2021-11-20 20:55:08.7929318 +0500 PKT m=+485.167472801, 127.0.0.1:8023, balance = 70 
2021-11-20 20:55:08.7929345 +0500 PKT m=+485.167475401, 127.0.0.1:8016, balance = 60 
2021-11-20 20:55:08.7929362 +0500 PKT m=+485.167477101, 127.0.0.1:8045, balance = 80 
2021-11-20 20:55:08.7929376 +0500 PKT m=+485.167478501, 127.0.0.1:8031, balance = 100 
2021-11-20 20:55:08.7929394 +0500 PKT m=+485.167480301, 127.0.0.1:8009, balance = 90 
2021-11-20 20:55:08.7929405 +0500 PKT m=+485.167481401, 127.0.0.1:8022, balance = 70 
2021-11-20 20:55:08.7929417 +0500 PKT m=+485.167482601, 127.0.0.1:8015, balance = 100 
2021-11-20 20:55:08.7929437 +0500 PKT m=+485.167484601, 127.0.0.1:8048, balance = 110 
2021-11-20 20:55:08.7929451 +0500 PKT m=+485.167486001, 127.0.0.1:8021, balance = 90 
2021-11-20 20:55:08.7929462 +0500 PKT m=+485.167487101, 127.0.0.1:8005, balance = 40 
2021-11-20 20:55:08.7929486 +0500 PKT m=+485.167489601, 127.0.0.1:8014, balance = 70 
2021-11-20 20:55:08.7929497 +0500 PKT m=+485.167490601, 127.0.0.1:8006, balance = 80 
2021-11-20 20:55:08.7929514 +0500 PKT m=+485.167492301, 127.0.0.1:8034, balance = 100 
2021-11-20 20:55:08.7929535 +0500 PKT m=+485.167494501, 127.0.0.1:8000, balance = 120 
2021-11-20 20:55:08.7929552 +0500 PKT m=+485.167496201, 127.0.0.1:8025, balance = 110 
2021-11-20 20:55:08.7929576 +0500 PKT m=+485.167498501, 127.0.0.1:8001, balance = 100 
2021-11-20 20:55:08.7929589 +0500 PKT m=+485.167499801, 127.0.0.1:8010, balance = 70 
2021-11-20 20:55:08.7929602 +0500 PKT m=+485.167501101, 127.0.0.1:8041, balance = 60 
2021-11-20 20:55:08.7929614 +0500 PKT m=+485.167502301, 127.0.0.1:8027, balance = 40 
2021-11-20 20:55:08.792973 +0500 PKT m=+485.167513901, 127.0.0.1:8035, balance = 30 
2021-11-20 20:55:08.7929742 +0500 PKT m=+485.167515101, 127.0.0.1:8043, balance = 70 
2021-11-20 20:55:08.7929763 +0500 PKT m=+485.167517201, 127.0.0.1:8033, balance = 70 
2021-11-20 20:55:08.7929776 +0500 PKT m=+485.167518501, 127.0.0.1:8003, balance = 90 
2021-11-20 20:55:08.7929788 +0500 PKT m=+485.167519701, 127.0.0.1:8002, balance = 120 
2021-11-20 20:55:08.7929835 +0500 PKT m=+485.167524401, 127.0.0.1:8011, balance = 120 
2021-11-20 20:55:08.7929847 +0500 PKT m=+485.167525701, 127.0.0.1:8039, balance = 30 
2021-11-20 20:55:08.7929871 +0500 PKT m=+485.167528001, 127.0.0.1:8046, balance = 130 
2021-11-20 20:55:08.7929882 +0500 PKT m=+485.167529101, 127.0.0.1:8029, balance = 50 
2021-11-20 20:55:08.7929908 +0500 PKT m=+485.167531701, 127.0.0.1:8044, balance = 50 
2021-11-20 20:55:08.7929918 +0500 PKT m=+485.167532801, 127.0.0.1:8049, balance = 150 
2021-11-20 20:55:08.7929947 +0500 PKT m=+485.167535701, 127.0.0.1:8007, balance = 70 
2021-11-20 20:55:08.7929969 +0500 PKT m=+485.167537901, 127.0.0.1:8024, balance = 80 
2021-11-20 20:55:08.7929984 +0500 PKT m=+485.167539301, 127.0.0.1:8037, balance = 50 
2021-11-20 20:55:08.7930007 +0500 PKT m=+485.167541601, 127.0.0.1:8030, balance = 50 
2021-11-20 20:55:18.7933527 +0500 PKT m=+495.167893601, 127.0.0.1:8019, balance = 110 
2021-11-20 20:55:18.7933633 +0500 PKT m=+495.167904201, 127.0.0.1:8038, balance = 120 
2021-11-20 20:55:18.7933665 +0500 PKT m=+495.167907501, 127.0.0.1:8042, balance = 30 
2021-11-20 20:55:18.7933682 +0500 PKT m=+495.167909201, 127.0.0.1:8032, balance = 140 
2021-11-20 20:55:18.7933699 +0500 PKT m=+495.167910801, 127.0.0.1:8028, balance = 70 
2021-11-20 20:55:18.7933801 +0500 PKT m=+495.167921001, 127.0.0.1:8012, balance = 100 
2021-11-20 20:55:18.7933824 +0500 PKT m=+495.167923301, 127.0.0.1:8040, balance = 120 
2021-11-20 20:55:18.7933838 +0500 PKT m=+495.167924801, 127.0.0.1:8020, balance = 70 
2021-11-20 20:55:18.7933856 +0500 PKT m=+495.167926501, 127.0.0.1:8036, balance = 90 
2021-11-20 20:55:18.7933874 +0500 PKT m=+495.167928301, 127.0.0.1:8017, balance = 80 
2021-11-20 20:55:18.7933883 +0500 PKT m=+495.167929201, 127.0.0.1:8018, balance = 30 
2021-11-20 20:55:18.7933898 +0500 PKT m=+495.167930701, 127.0.0.1:8047, balance = 80 
2021-11-20 20:55:18.7933916 +0500 PKT m=+495.167932501, 127.0.0.1:8026, balance = 50 
2021-11-20 20:55:18.7933933 +0500 PKT m=+495.167934301, 127.0.0.1:8004, balance = 30 
2021-11-20 20:55:18.7933956 +0500 PKT m=+495.167936501, 127.0.0.1:8013, balance = 80 
2021-11-20 20:55:18.7933975 +0500 PKT m=+495.167938401, 127.0.0.1:8008, balance = 60 
2021-11-20 20:55:18.7933986 +0500 PKT m=+495.167939501, 127.0.0.1:8050, balance = 0 
2021-11-20 20:55:18.7934007 +0500 PKT m=+495.167941601, 127.0.0.1:8023, balance = 70 
2021-11-20 20:55:18.7934034 +0500 PKT m=+495.167944301, 127.0.0.1:8016, balance = 60 
2021-11-20 20:55:18.7934046 +0500 PKT m=+495.167945501, 127.0.0.1:8045, balance = 80 
2021-11-20 20:55:18.7934055 +0500 PKT m=+495.167946401, 127.0.0.1:8031, balance = 100 
2021-11-20 20:55:18.7934075 +0500 PKT m=+495.167948401, 127.0.0.1:8009, balance = 90 
2021-11-20 20:55:18.7934086 +0500 PKT m=+495.167949601, 127.0.0.1:8022, balance = 70 
2021-11-20 20:55:18.7934097 +0500 PKT m=+495.167950601, 127.0.0.1:8015, balance = 100 
2021-11-20 20:55:18.7934119 +0500 PKT m=+495.167952801, 127.0.0.1:8048, balance = 110 
2021-11-20 20:55:18.7934135 +0500 PKT m=+495.167954401, 127.0.0.1:8021, balance = 90 
